<<<<<<< HEAD
id,name,description,type_tax_use,type,amount,child_depend,parent_id:id,account_collected_id:id,account_paid_id:id,base_sign,tax_sign,base_code_id:id,tax_code_id:id,ref_base_sign,ref_tax_sign,ref_base_code_id:id,ref_tax_code_id:id,chart_template_id:id,sequence
lu_2011_tax_IP-EC-12-p,Investissement Prestations 12% - Extracommunautaire (+),IP-EC-12-p,purchase,percent,0.12,0,lu_2011_tax_IP-EC-12,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IP-EC-12,lu_tax_code_template_t_IP-EC-12,-1.0,-1.0,lu_tax_code_template_b_IP-EC-12,lu_tax_code_template_t_IP-EC-12,lu_2011_chart_1,1430
lu_2015_tax_IP-EC-14,Investissement Prestations 14% - Extracommunautaire,IP-EC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,431
lu_2015_tax_IP-EC-14-n,Investissement Prestations 14% - Extracommunautaire (-),IP-EC-14-n,purchase,percent,-0.14,0,lu_2015_tax_IP-EC-14,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IP-EC-14-n,1.0,1.0,,lu_tax_code_template_t_IP-EC-14-n,lu_2011_chart_1,1432
lu_2015_tax_IP-EC-14-p,Investissement Prestations 14% - Extracommunautaire (+),IP-EC-14-p,purchase,percent,0.14,0,lu_2015_tax_IP-EC-14,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IP-EC-14,lu_tax_code_template_t_IP-EC-14,-1.0,-1.0,lu_tax_code_template_b_IP-EC-14,lu_tax_code_template_t_IP-EC-14,lu_2011_chart_1,1433
lu_2011_tax_IP-EC-15,Investissement Prestations 15% - Extracommunautaire,IP-EC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,434
lu_2011_tax_IP-EC-15-n,Investissement Prestations 15% - Extracommunautaire (-),IP-EC-15-n,purchase,percent,-0.15,0,lu_2011_tax_IP-EC-15,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IP-EC-15-n,1.0,1.0,,lu_tax_code_template_t_IP-EC-15-n,lu_2011_chart_1,1435
lu_2011_tax_IP-EC-15-p,Investissement Prestations 15% - Extracommunautaire (+),IP-EC-15-p,purchase,percent,0.15,0,lu_2011_tax_IP-EC-15,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IP-EC-15,lu_tax_code_template_t_IP-EC-15,-1.0,-1.0,lu_tax_code_template_b_IP-EC-15,lu_tax_code_template_t_IP-EC-15,lu_2011_chart_1,1436
lu_2015_tax_IP-EC-17,Investissement Prestations 17% - Extracommunautaire,IP-EC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,437
lu_2015_tax_IP-EC-17-n,Investissement Prestations 17% - Extracommunautaire (-),IP-EC-17-n,purchase,percent,-0.17,0,lu_2015_tax_IP-EC-17,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IP-EC-17-n,1.0,1.0,,lu_tax_code_template_t_IP-EC-17-n,lu_2011_chart_1,1438
lu_2015_tax_IP-EC-17-p,Investissement Prestations 17% - Extracommunautaire (+),IP-EC-17-p,purchase,percent,0.17,0,lu_2015_tax_IP-EC-17,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IP-EC-17,lu_tax_code_template_t_IP-EC-17,-1.0,-1.0,lu_tax_code_template_b_IP-EC-17,lu_tax_code_template_t_IP-EC-17,lu_2011_chart_1,1439
lu_2011_tax_IP-EC-3,Investissement Prestations 3% - Extracommunautaire,IP-EC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,440
lu_2011_tax_IP-EC-3-n,Investissement Prestations 3% - Extracommunautaire (-),IP-EC-3-n,purchase,percent,-0.03,0,lu_2011_tax_IP-EC-3,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IP-EC-3-n,1.0,1.0,,lu_tax_code_template_t_IP-EC-3-n,lu_2011_chart_1,1441
lu_2011_tax_IP-EC-3-p,Investissement Prestations 3% - Extracommunautaire (+),IP-EC-3-p,purchase,percent,0.03,0,lu_2011_tax_IP-EC-3,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IP-EC-3,lu_tax_code_template_t_IP-EC-3,-1.0,-1.0,lu_tax_code_template_b_IP-EC-3,lu_tax_code_template_t_IP-EC-3,lu_2011_chart_1,1442
lu_2011_tax_IP-EC-6,Investissement Prestations 6% - Extracommunautaire,IP-EC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,443
lu_2011_tax_IP-EC-6-n,Investissement Prestations 6% - Extracommunautaire (-),IP-EC-6-n,purchase,percent,-0.06,0,lu_2011_tax_IP-EC-6,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IP-EC-6-n,1.0,1.0,,lu_tax_code_template_t_IP-EC-6-n,lu_2011_chart_1,1444
lu_2011_tax_IP-EC-6-p,Investissement Prestations 6% - Extracommunautaire (+),IP-EC-6-p,purchase,percent,0.06,0,lu_2011_tax_IP-EC-6,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IP-EC-6,lu_tax_code_template_t_IP-EC-6,-1.0,-1.0,lu_tax_code_template_b_IP-EC-6,lu_tax_code_template_t_IP-EC-6,lu_2011_chart_1,1445
lu_2015_tax_IP-EC-8,Investissement Prestations 8% - Extracommunautaire,IP-EC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,446
lu_2015_tax_IP-EC-8-n,Investissement Prestations 8% - Extracommunautaire (-),IP-EC-8-n,purchase,percent,-0.08,0,lu_2015_tax_IP-EC-8,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_IP-EC-8-n,1.0,1.0,,lu_tax_code_template_t_IP-EC-8-n,lu_2011_chart_1,1447
lu_2015_tax_IP-EC-8-p,Investissement Prestations 8% - Extracommunautaire (+),IP-EC-8-p,purchase,percent,0.08,0,lu_2015_tax_IP-EC-8,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_IP-EC-8,lu_tax_code_template_t_IP-EC-8,-1.0,-1.0,lu_tax_code_template_b_IP-EC-8,lu_tax_code_template_t_IP-EC-8,lu_2011_chart_1,1448
lu_2011_tax_IP-IC-0,Investissement Prestations Exonérées - Intracommunautaire,IP-IC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_IP-IC-0,,-1.0,-1.0,lu_tax_code_template_b_IP-IC-0,,lu_2011_chart_1,449
lu_2011_tax_IP-IC-12,Investissement Prestations 12% - Intracommunautaire,IP-IC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,450
lu_2011_tax_IP-IC-12-n,Investissement Prestations 12% - Intracommunautaire (-),IP-IC-12-n,purchase,percent,-0.12,0,lu_2011_tax_IP-IC-12,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IP-IC-12-n,1.0,1.0,,lu_tax_code_template_t_IP-IC-12-n,lu_2011_chart_1,1451
lu_2011_tax_IP-IC-12-p,Investissement Prestations 12% - Intracommunautaire (+),IP-IC-12-p,purchase,percent,0.12,0,lu_2011_tax_IP-IC-12,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IP-IC-12,lu_tax_code_template_t_IP-IC-12,-1.0,-1.0,lu_tax_code_template_b_IP-IC-12,lu_tax_code_template_t_IP-IC-12,lu_2011_chart_1,1452
lu_2015_tax_IP-IC-14,Investissement Prestations 14% - Intracommunautaire,IP-IC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,453
lu_2015_tax_IP-IC-14-n,Investissement Prestations 14% - Intracommunautaire (-),IP-IC-14-n,purchase,percent,-0.14,0,lu_2015_tax_IP-IC-14,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IP-IC-14-n,1.0,1.0,,lu_tax_code_template_t_IP-IC-14-n,lu_2011_chart_1,1454
lu_2015_tax_IP-IC-14-p,Investissement Prestations 14% - Intracommunautaire (+),IP-IC-14-p,purchase,percent,0.14,0,lu_2015_tax_IP-IC-14,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IP-IC-14,lu_tax_code_template_t_IP-IC-14,-1.0,-1.0,lu_tax_code_template_b_IP-IC-14,lu_tax_code_template_t_IP-IC-14,lu_2011_chart_1,1455
lu_2011_tax_IP-IC-15,Investissement Prestations 15% - Intracommunautaire,IP-IC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,456
lu_2011_tax_IP-IC-15-n,Investissement Prestations 15% - Intracommunautaire (-),IP-IC-15-n,purchase,percent,-0.15,0,lu_2011_tax_IP-IC-15,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IP-IC-15-n,1.0,1.0,,lu_tax_code_template_t_IP-IC-15-n,lu_2011_chart_1,1457
lu_2011_tax_IP-IC-15-p,Investissement Prestations 15% - Intracommunautaire (+),IP-IC-15-p,purchase,percent,0.15,0,lu_2011_tax_IP-IC-15,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IP-IC-15,lu_tax_code_template_t_IP-IC-15,-1.0,-1.0,lu_tax_code_template_b_IP-IC-15,lu_tax_code_template_t_IP-IC-15,lu_2011_chart_1,1458
lu_2015_tax_IP-IC-17,Investissement Prestations 17% - Intracommunautaire,IP-IC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,459
lu_2015_tax_IP-IC-17-n,Investissement Prestations 17% - Intracommunautaire (-),IP-IC-17-n,purchase,percent,-0.17,0,lu_2015_tax_IP-IC-17,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IP-IC-17-n,1.0,1.0,,lu_tax_code_template_t_IP-IC-17-n,lu_2011_chart_1,1460
lu_2015_tax_IP-IC-17-p,Investissement Prestations 17% - Intracommunautaire (+),IP-IC-17-p,purchase,percent,0.17,0,lu_2015_tax_IP-IC-17,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IP-IC-17,lu_tax_code_template_t_IP-IC-17,-1.0,-1.0,lu_tax_code_template_b_IP-IC-17,lu_tax_code_template_t_IP-IC-17,lu_2011_chart_1,1461
lu_2011_tax_IP-IC-3,Investissement Prestations 3% - Intracommunautaire,IP-IC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,462
lu_2011_tax_IP-IC-3-n,Investissement Prestations 3% - Intracommunautaire (-),IP-IC-3-n,purchase,percent,-0.03,0,lu_2011_tax_IP-IC-3,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IP-IC-3-n,1.0,1.0,,lu_tax_code_template_t_IP-IC-3-n,lu_2011_chart_1,1463
lu_2011_tax_IP-IC-3-p,Investissement Prestations 3% - Intracommunautaire (+),IP-IC-3-p,purchase,percent,0.03,0,lu_2011_tax_IP-IC-3,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IP-IC-3,lu_tax_code_template_t_IP-IC-3,-1.0,-1.0,lu_tax_code_template_b_IP-IC-3,lu_tax_code_template_t_IP-IC-3,lu_2011_chart_1,1464
lu_2011_tax_IP-IC-6,Investissement Prestations 6% - Intracommunautaire,IP-IC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,465
lu_2011_tax_IP-IC-6-n,Investissement Prestations 6% - Intracommunautaire (-),IP-IC-6-n,purchase,percent,-0.06,0,lu_2011_tax_IP-IC-6,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IP-IC-6-n,1.0,1.0,,lu_tax_code_template_t_IP-IC-6-n,lu_2011_chart_1,1466
lu_2011_tax_IP-IC-6-p,Investissement Prestations 6% - Intracommunautaire (+),IP-IC-6-p,purchase,percent,0.06,0,lu_2011_tax_IP-IC-6,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IP-IC-6,lu_tax_code_template_t_IP-IC-6,-1.0,-1.0,lu_tax_code_template_b_IP-IC-6,lu_tax_code_template_t_IP-IC-6,lu_2011_chart_1,1467
lu_2015_tax_IP-IC-8,Investissement Prestations 8% - Intracommunautaire,IP-IC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,468
lu_2015_tax_IP-IC-8-n,Investissement Prestations 8% - Intracommunautaire (-),IP-IC-8-n,purchase,percent,-0.08,0,lu_2015_tax_IP-IC-8,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_IP-IC-8-n,1.0,1.0,,lu_tax_code_template_t_IP-IC-8-n,lu_2011_chart_1,1469
lu_2015_tax_IP-IC-8-p,Investissement Prestations 8% - Intracommunautaire (+),IP-IC-8-p,purchase,percent,0.08,0,lu_2015_tax_IP-IC-8,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_IP-IC-8,lu_tax_code_template_t_IP-IC-8,-1.0,-1.0,lu_tax_code_template_b_IP-IC-8,lu_tax_code_template_t_IP-IC-8,lu_2011_chart_1,1470
lu_2011_tax_IP-PA-0,Investissement Prestations 0% - Pays,IP-PA-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_IP-PA-0,,-1.0,-1.0,lu_tax_code_template_b_IP-PA-0,,lu_2011_chart_1,471
lu_2011_tax_IP-PA-12,Investissement Prestations 12% - Pays,IP-PA-12,purchase,percent,0.12,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IP-PA-12,lu_tax_code_template_t_IP-PA-12,-1.0,-1.0,lu_tax_code_template_b_IP-PA-12,lu_tax_code_template_t_IP-PA-12,lu_2011_chart_1,472
lu_2015_tax_IP-PA-14,Investissement Prestations 14% - Pays,IP-PA-14,purchase,percent,0.14,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IP-PA-14,lu_tax_code_template_t_IP-PA-14,-1.0,-1.0,lu_tax_code_template_b_IP-PA-14,lu_tax_code_template_t_IP-PA-14,lu_2011_chart_1,473
lu_2011_tax_IP-PA-15,Investissement Prestations 15% - Pays,IP-PA-15,purchase,percent,0.15,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IP-PA-15,lu_tax_code_template_t_IP-PA-15,-1.0,-1.0,lu_tax_code_template_b_IP-PA-15,lu_tax_code_template_t_IP-PA-15,lu_2011_chart_1,474
lu_2015_tax_IP-PA-17,Investissement Prestations 17% - Pays,IP-PA-17,purchase,percent,0.17,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IP-PA-17,lu_tax_code_template_t_IP-PA-17,-1.0,-1.0,lu_tax_code_template_b_IP-PA-17,lu_tax_code_template_t_IP-PA-17,lu_2011_chart_1,475
lu_2011_tax_IP-PA-3,Investissement Prestations 3% - Pays,IP-PA-3,purchase,percent,0.03,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IP-PA-3,lu_tax_code_template_t_IP-PA-3,-1.0,-1.0,lu_tax_code_template_b_IP-PA-3,lu_tax_code_template_t_IP-PA-3,lu_2011_chart_1,476
lu_2011_tax_IP-PA-6,Investissement Prestations 6% - Pays,IP-PA-6,purchase,percent,0.06,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IP-PA-6,lu_tax_code_template_t_IP-PA-6,-1.0,-1.0,lu_tax_code_template_b_IP-PA-6,lu_tax_code_template_t_IP-PA-6,lu_2011_chart_1,477
lu_2015_tax_IP-PA-8,Investissement Prestations 8% - Pays,IP-PA-8,purchase,percent,0.08,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_IP-PA-8,lu_tax_code_template_t_IP-PA-8,-1.0,-1.0,lu_tax_code_template_b_IP-PA-8,lu_tax_code_template_t_IP-PA-8,lu_2011_chart_1,478
lu_2015_tax_V-ART-43_60b,Vente - Autres Exonérations (Article 43 et 60 bis),V-ART-43_60b,sale,percent,0.0,0.0,,,,1.0,1.0,lu_tax_code_template_b_V-ART-43_60b,,-1.0,-1.0,lu_tax_code_template_b_V-ART-43_60b,,lu_2011_chart_1,479
lu_2015_tax_V-ART-44_56q,Vente - Autres Exonérations (Article 44 et 56 quarter),V-ART-44_56q,sale,percent,0.0,0.0,,,,1.0,1.0,lu_tax_code_template_b_V-ART-44_56q,,-1.0,-1.0,lu_tax_code_template_b_V-ART-44_56q,,lu_2011_chart_1,480
lu_2011_tax_VB-EC-0,Vente Biens - Extracommunautaire,VB-EC-0,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VB-EC-0,,-1.0,-1.0,lu_tax_code_template_b_VB-EC-0,,lu_2011_chart_1,481
lu_2011_tax_VB-EC-Tab,Vente Biens Tabacs - Extracommunautaire,VB-EC-Tab,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VB-EC-Tab,,-1.0,-1.0,lu_tax_code_template_b_VB-EC-Tab,,lu_2011_chart_1,482
lu_2011_tax_VB-IC-0,Vente Biens - Intracommunautaire,VB-IC-0,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VB-IC-0,,-1.0,-1.0,lu_tax_code_template_b_VB-IC-0,,lu_2011_chart_1,483
lu_2011_tax_VB-IC-Tab,Vente Biens Tabacs - Intracommunautaire,VB-IC-Tab,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VB-IC-Tab,,-1.0,-1.0,lu_tax_code_template_b_VB-IC-Tab,,lu_2011_chart_1,484
lu_2011_tax_VB-PA-0,Vente Biens 0% - Pays,VB-PA-0,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VB-PA-0,,-1.0,-1.0,lu_tax_code_template_b_VB-PA-0,,lu_2011_chart_1,485
lu_2011_tax_VB-PA-12,Vente Biens 12% - Pays,VB-PA-12,sale,percent,0.12,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VB-PA-12,lu_tax_code_template_t_VB-PA-12,-1.0,-1.0,lu_tax_code_template_b_VB-PA-12,lu_tax_code_template_t_VB-PA-12,lu_2011_chart_1,486
lu_2015_tax_VB-PA-14,Vente Biens 14% - Pays,VB-PA-14,sale,percent,0.14,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VB-PA-14,lu_tax_code_template_t_VB-PA-14,-1.0,-1.0,lu_tax_code_template_b_VB-PA-14,lu_tax_code_template_t_VB-PA-14,lu_2011_chart_1,487
lu_2011_tax_VB-PA-15,Vente Biens 15% - Pays,VB-PA-15,sale,percent,0.15,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VB-PA-15,lu_tax_code_template_t_VB-PA-15,-1.0,-1.0,lu_tax_code_template_b_VB-PA-15,lu_tax_code_template_t_VB-PA-15,lu_2011_chart_1,488
lu_2015_tax_VB-PA-17,Vente Biens 17% - Pays,VB-PA-17,sale,percent,0.17,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VB-PA-17,lu_tax_code_template_t_VB-PA-17,-1.0,-1.0,lu_tax_code_template_b_VB-PA-17,lu_tax_code_template_t_VB-PA-17,lu_2011_chart_1,489
lu_2011_tax_VB-PA-3,Vente Biens 3% - Pays,VB-PA-3,sale,percent,0.03,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VB-PA-3,lu_tax_code_template_t_VB-PA-3,-1.0,-1.0,lu_tax_code_template_b_VB-PA-3,lu_tax_code_template_t_VB-PA-3,lu_2011_chart_1,490
lu_2011_tax_VB-PA-6,Vente Biens 6% - Pays,VB-PA-6,sale,percent,0.06,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VB-PA-6,lu_tax_code_template_t_VB-PA-6,-1.0,-1.0,lu_tax_code_template_b_VB-PA-6,lu_tax_code_template_t_VB-PA-6,lu_2011_chart_1,491
lu_2015_tax_VB-PA-8,Vente Biens 8% - Pays,VB-PA-8,sale,percent,0.08,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VB-PA-8,lu_tax_code_template_t_VB-PA-8,-1.0,-1.0,lu_tax_code_template_b_VB-PA-8,lu_tax_code_template_t_VB-PA-8,lu_2011_chart_1,492
lu_2011_tax_VB-PA-Tab,Vente Biens Tabacs - Pays,VB-PA-Tab,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VB-PA-Tab,,-1.0,-1.0,lu_tax_code_template_b_VB-PA-Tab,,lu_2011_chart_1,493
lu_2015_tax_VB-TR-0,Vente Biens – Triangulaire Intracommunautaire,VB-TR-0,sale,percent,0.0,0,,,,1.0,,lu_tax_code_template_b_VB-TR-0,,-1.0,,lu_tax_code_template_b_VB-TR-0,,lu_2011_chart_1,494
lu_2011_tax_VP-EC-0,Vente Prestations - Extracommunautaire,VP-EC-0,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VP-EC-0,,-1.0,-1.0,lu_tax_code_template_b_VP-EC-0,,lu_2011_chart_1,495
lu_2011_tax_VP-IC-0,Vente Prestations - Intracommunautaire,VP-IC-0,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VP-IC-0,,-1.0,-1.0,lu_tax_code_template_b_VP-IC-0,,lu_2011_chart_1,496
lu_2011_tax_VP-IC-EX,Vente Prestations - Intracommunautaire exonérées dans l'état membre,VP-IC-EX,sale,percent,0.0,0,,,,-1.0,-1.0,lu_tax_code_template_b_VP-IC-EX,,-1.0,-1.0,lu_tax_code_template_b_VP-IC-EX,,lu_2011_chart_1,497
lu_2011_tax_VP-PA-0,Vente Prestations 0% - Pays,VP-PA-0,sale,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_VP-PA-0,,-1.0,-1.0,lu_tax_code_template_b_VP-PA-0,,lu_2011_chart_1,498
lu_2011_tax_VP-PA-12,Vente Prestations 12% - Pays,VP-PA-12,sale,percent,0.12,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VP-PA-12,lu_tax_code_template_t_VP-PA-12,-1.0,-1.0,lu_tax_code_template_b_VP-PA-12,lu_tax_code_template_t_VP-PA-12,lu_2011_chart_1,499
lu_2015_tax_VP-PA-14,Vente Prestations 14% - Pays,VP-PA-14,sale,percent,0.14,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VP-PA-14,lu_tax_code_template_t_VP-PA-14,-1.0,-1.0,lu_tax_code_template_b_VP-PA-14,lu_tax_code_template_t_VP-PA-14,lu_2011_chart_1,500
lu_2011_tax_VP-PA-15,Vente Prestations 15% - Pays,VP-PA-15,sale,percent,0.15,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VP-PA-15,lu_tax_code_template_t_VP-PA-15,-1.0,-1.0,lu_tax_code_template_b_VP-PA-15,lu_tax_code_template_t_VP-PA-15,lu_2011_chart_1,501
lu_2015_tax_VP-PA-17,Vente Prestations 17% - Pays,VP-PA-17,sale,percent,0.17,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VP-PA-17,lu_tax_code_template_t_VP-PA-17,-1.0,-1.0,lu_tax_code_template_b_VP-PA-17,lu_tax_code_template_t_VP-PA-17,lu_2011_chart_1,502
lu_2011_tax_VP-PA-3,Vente Prestations 3% - Pays,VP-PA-3,sale,percent,0.03,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VP-PA-3,lu_tax_code_template_t_VP-PA-3,-1.0,-1.0,lu_tax_code_template_b_VP-PA-3,lu_tax_code_template_t_VP-PA-3,lu_2011_chart_1,503
lu_2011_tax_VP-PA-6,Vente Prestations 6% - Pays,VP-PA-6,sale,percent,0.06,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VP-PA-6,lu_tax_code_template_t_VP-PA-6,-1.0,-1.0,lu_tax_code_template_b_VP-PA-6,lu_tax_code_template_t_VP-PA-6,lu_2011_chart_1,504
lu_2015_tax_VP-PA-8,Vente Prestations 8% - Pays,VP-PA-8,sale,percent,0.08,0,,lu_2011_account_4614111,lu_2011_account_4614111,1.0,1.0,lu_tax_code_template_b_VP-PA-8,lu_tax_code_template_t_VP-PA-8,-1.0,-1.0,lu_tax_code_template_b_VP-PA-8,lu_tax_code_template_t_VP-PA-8,lu_2011_chart_1,505
lu_2015_tax_SANS,Sans Taxes,SANS,all,percent,0,0,,,,1,1,lu_tax_code_template_b_SANS,,-1,-1,lu_tax_code_template_b_SANS,,lu_2011_chart_1,506
=======
id,name,description,type_tax_use,amount_type,amount,account_id:id,refund_account_id:id,chart_template_id:id,sequence,"children_tax_ids:id",tag_ids:id
lu_2011_tax_AB-EC-0,Achat Biens Exonéré - Extracommunautaire,AB-EC-0,purchase,percent,0,,,lu_2011_chart_1,101,,tag_AB_EC_0
lu_2011_tax_AB-EC-12-n,Achat Biens 12% - Extracommunautaire (-),AB-EC-12-n,none,percent,-12,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1103,,tag_AB_EC_12_n
lu_2011_tax_AB-EC-12-p,Achat Biens 12% - Extracommunautaire (+),AB-EC-12-p,none,percent,12,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1104,,tag_AB_EC_12_p
lu_2011_tax_AB-EC-12,Achat Biens 12% - Extracommunautaire,AB-EC-12,purchase,group,1,,,lu_2011_chart_1,102,"lu_2011_tax_AB-EC-12-n,lu_2011_tax_AB-EC-12-p",tag_AB_EC_12
lu_2015_tax_AB-EC-14-n,Achat Biens 14% - Extracommunautaire (-),AB-EC-14-n,none,percent,-14,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1106,,tag_AB_EC_14_n
lu_2015_tax_AB-EC-14-p,Achat Biens 14% - Extracommunautaire (+),AB-EC-14-p,none,percent,14,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1107,,tag_AB_EC_14_p
lu_2015_tax_AB-EC-14,Achat Biens 14% - Extracommunautaire,AB-EC-14,purchase,group,1,,,lu_2011_chart_1,105,"lu_2015_tax_AB-EC-14-n,lu_2015_tax_AB-EC-14-p",tag_AB_EC_14
lu_2011_tax_AB-EC-15-n,Achat Biens 15% - Extracommunautaire (-),AB-EC-15-n,none,percent,-15,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1109,,tag_AB_EC_15_n
lu_2011_tax_AB-EC-15-p,Achat Biens 15% - Extracommunautaire (+),AB-EC-15-p,none,percent,15,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1110,,tag_AB_EC_15_p
